N,P,K,temperature,humidity,ph,rainfall,label
33.0,124.32,202.1,15.38,83.33,6.22,72.63,grapes
33.07,128.61,200.34,32.73,83.74,6.14,72.23,grapes
39.12,121.54,196.44,18.85,82.14,5.83,67.05,grapes
20.06,126.75,195.09,12.58,85.85,6.25,68.38,grapes
24.96,139.21,203.08,35.45,84.43,6.15,69.7,grapes
38.56,142.13,196.76,17.88,80.34,6.14,68.31,grapes
38.64,125.54,201.06,29.08,83.2,6.05,72.55,grapes
34.41,131.59,198.37,26.13,88.1,5.51,68.29,grapes
35.32,131.76,200.85,23.1,86.9,6.2,66.38,grapes
21.83,141.84,198.16,23.87,87.25,5.88,68.99,grapes
30.28,139.07,195.87,31.43,86.98,6.44,74.8,grapes
24.63,132.83,197.23,10.81,83.11,6.32,67.26,grapes
23.62,136.77,196.88,29.38,81.0,6.09,71.12,grapes
36.21,141.18,199.28,36.67,82.72,5.75,69.33,grapes
22.7,120.24,201.58,9.85,88.32,5.7,65.71,grapes
29.37,130.07,197.64,12.5,89.8,5.84,69.88,grapes
38.77,142.68,195.12,30.93,84.94,5.98,72.02,grapes
23.72,138.51,200.19,21.99,80.1,5.8,70.13,grapes
39.56,133.57,201.06,20.91,81.4,6.01,73.72,grapes
39.89,133.24,204.63,12.38,83.22,5.67,67.89,grapes
31.11,128.69,200.89,24.22,85.79,6.48,65.86,grapes
23.4,133.01,199.71,12.05,80.75,5.61,74.37,grapes
26.32,136.38,200.73,23.25,89.43,6.43,68.78,grapes
103.06,28.64,47.65,26.06,85.17,6.02,55.61,watermelon
111.68,16.07,49.95,24.88,87.36,6.77,44.3,watermelon
92.97,19.98,53.47,25.68,85.57,6.17,54.31,watermelon
108.65,16.91,50.05,24.9,89.29,6.04,56.0,watermelon
85.42,28.32,52.48,24.5,83.78,6.65,46.92,watermelon
91.65,6.9,46.39,25.22,84.64,6.77,43.45,watermelon
85.79,17.53,47.52,24.7,80.89,6.81,40.05,watermelon
112.45,22.17,52.32,25.6,86.09,6.49,49.02,watermelon
88.91,24.8,46.65,24.6,82.88,6.21,47.05,watermelon
108.7,19.58,48.51,25.53,81.6,6.74,51.1,watermelon
117.73,27.72,47.65,24.47,85.45,6.7,43.76,watermelon
101.11,28.55,48.5,26.01,85.32,6.25,57.19,watermelon
101.6,6.61,52.08,26.26,80.76,6.9,45.16,watermelon
98.44,15.06,48.68,24.33,86.98,6.1,44.53,watermelon
93.04,5.59,50.55,25.4,86.24,6.98,49.61,watermelon
99.03,13.24,46.0,24.21,81.89,6.86,49.98,watermelon
104.11,18.42,53.05,25.79,84.69,6.69,44.3,watermelon
119.44,27.77,48.7,24.79,87.2,6.94,45.44,watermelon
117.51,26.16,51.49,25.58,85.29,6.72,43.39,watermelon
114.49,8.19,52.25,25.55,83.95,6.19,54.37,watermelon
115.57,7.33,47.1,26.77,83.22,6.44,55.4,watermelon
98.71,19.73,53.85,25.65,86.1,6.07,49.25,watermelon
106.3,18.3,51.16,25.75,89.39,6.39,54.28,watermelon
115.8,11.66,49.29,25.2,86.72,6.74,54.72,watermelon
95.72,27.49,46.82,26.85,80.75,6.39,42.77,watermelon
118.47,28.18,54.42,26.33,84.61,6.33,59.32,watermelon
96.63,15.07,52.55,24.86,88.91,6.6,56.42,watermelon
104.04,27.26,47.08,26.53,80.94,6.87,44.09,watermelon
108.39,14.6,48.38,25.3,89.89,6.05,43.72,watermelon
118.02,23.42,53.1,26.49,89.49,6.39,42.51,watermelon
89.78,16.9,51.96,26.47,80.78,6.16,42.77,watermelon
109.85,8.06,52.66,24.57,89.33,6.7,54.96,watermelon
100.83,28.2,49.41,26.1,83.63,6.11,49.39,watermelon
90.74,16.35,52.16,24.87,88.45,6.66,55.66,watermelon
111.06,23.36,48.86,24.89,84.18,6.29,54.93,watermelon
102.09,14.18,47.11,24.89,84.41,6.2,52.09,watermelon
106.44,5.47,51.33,26.18,86.34,6.94,53.73,watermelon
92.92,7.51,54.76,24.69,87.74,6.02,40.37,watermelon
99.25,17.41,48.11,24.0,80.34,6.44,46.24,watermelon
104.69,22.25,49.61,26.15,85.93,6.02,52.76,watermelon
96.2,13.37,51.74,24.51,81.87,6.48,40.19,watermelon
87.93,22.39,50.42,24.31,83.46,6.5,40.66,watermelon
118.47,22.47,53.43,24.71,83.48,6.32,57.04,watermelon
100.46,22.6,52.62,25.14,84.69,6.13,53.68,watermelon
109.36,17.31,45.58,25.43,83.34,6.38,45.31,watermelon
96.44,27.87,54.98,24.13,81.07,6.67,53.76,watermelon
94.21,17.23,52.52,26.91,81.46,6.78,55.85,watermelon
96.29,16.26,53.64,26.15,80.33,6.53,46.14,watermelon
96.37,9.98,51.51,24.97,84.7,6.59,40.72,watermelon
101.77,12.69,53.56,24.96,89.54,6.2,58.66,watermelon
101.74,6.06,46.12,25.35,81.16,6.29,46.9,watermelon
99.89,20.84,48.48,25.88,89.46,6.16,42.13,watermelon
85.39,11.21,53.76,24.44,87.33,6.25,49.84,watermelon
99.84,12.6,47.02,24.57,86.37,6.22,55.37,watermelon
86.76,24.27,45.78,26.58,86.45,6.52,44.43,watermelon
85.05,13.18,52.88,24.77,88.27,6.56,45.39,watermelon
117.31,11.05,53.35,25.14,81.07,6.94,44.85,watermelon
104.2,9.23,46.63,26.61,85.05,6.2,59.83,watermelon
106.38,24.37,53.54,25.99,86.97,6.64,43.95,watermelon
96.07,8.24,51.87,25.03,85.87,6.82,51.51,watermelon
116.36,16.34,50.2,26.05,88.33,6.56,58.51,watermelon
105.52,17.67,53.3,24.06,80.72,6.26,42.94,watermelon
110.77,22.18,49.19,26.21,86.91,6.26,59.42,watermelon
94.74,20.83,46.94,25.46,85.34,6.04,58.95,watermelon
118.4,25.27,47.85,26.44,83.79,6.31,57.69,watermelon
112.82,6.12,50.05,26.86,83.4,6.74,44.29,watermelon
114.16,12.41,50.31,26.78,86.21,6.05,52.68,watermelon
86.89,12.0,53.06,26.73,88.91,6.22,55.22,watermelon
90.84,8.65,52.91,25.54,84.96,6.71,59.72,watermelon
91.43,12.23,50.81,25.08,88.25,6.78,43.61,watermelon
90.84,12.74,52.81,25.4,84.02,6.46,55.32,watermelon
114.22,18.05,46.92,26.07,81.02,6.7,46.78,watermelon
81.28,21.59,45.5,26.65,80.62,6.39,43.51,watermelon
83.04,14.53,53.74,24.62,80.51,6.16,48.43,watermelon
90.96,22.99,45.76,26.75,83.8,6.4,55.88,watermelon
87.99,13.4,47.47,26.45,83.37,6.58,49.3,watermelon
89.27,12.26,51.95,26.94,87.18,6.95,50.75,watermelon
111.92,18.53,49.09,26.64,87.43,6.07,59.9,watermelon
102.53,5.59,53.76,24.84,80.51,6.51,47.98,watermelon
80.23,6.99,47.98,24.32,82.21,6.33,52.31,watermelon
97.17,15.45,45.12,24.34,82.74,6.51,47.3,watermelon
96.32,28.57,48.01,24.87,85.48,6.02,47.86,watermelon
84.56,23.04,50.78,25.84,81.45,6.31,53.91,watermelon
107.05,7.2,48.76,26.41,81.34,6.82,58.76,watermelon
108.08,26.16,50.35,26.7,89.44,6.55,50.85,watermelon
108.84,23.31,53.77,25.87,88.04,6.45,55.37,watermelon
109.14,20.27,54.12,24.02,81.81,6.29,41.78,watermelon
80.0,25.51,47.66,24.56,84.07,6.3,44.22,watermelon
118.16,15.1,49.62,24.3,83.56,6.38,50.04,watermelon
112.57,10.54,50.49,25.09,87.91,6.84,40.4,watermelon
116.16,17.8,54.49,25.5,85.1,6.97,45.06,watermelon
80.63,18.72,54.99,24.13,81.28,6.44,50.35,watermelon
117.35,18.46,47.35,25.05,87.39,6.39,40.3,watermelon
112.39,19.13,52.27,24.54,83.97,6.85,45.29,watermelon
113.49,28.72,48.78,25.94,82.63,6.43,50.28,watermelon
83.73,27.56,45.08,25.39,83.75,6.55,51.46,watermelon
109.55,26.89,45.09,25.49,84.98,6.23,58.52,watermelon
118.4,25.04,49.61,25.28,83.43,6.74,52.91,watermelon
107.14,28.59,49.88,26.87,82.42,6.53,48.29,watermelon
102.82,7.46,45.23,24.64,83.99,6.81,58.61,watermelon
111.4,5.58,48.74,28.94,92.61,6.64,21.72,muskmelon
88.0,14.33,48.33,28.24,90.86,6.57,22.79,muskmelon
85.23,8.72,46.76,28.96,91.53,6.09,21.59,muskmelon
107.03,18.96,51.07,27.68,91.61,6.7,21.96,muskmelon
102.4,27.93,49.77,28.41,90.8,6.18,29.73,muskmelon
111.59,14.79,53.66,27.45,91.03,6.51,21.53,muskmelon
109.55,26.12,45.32,27.52,93.94,6.64,22.69,muskmelon
105.01,5.01,51.44,28.02,90.84,6.16,25.91,muskmelon
119.46,9.21,52.63,27.64,90.14,6.64,26.1,muskmelon
101.34,5.76,52.59,27.34,93.15,6.22,21.54,muskmelon
84.52,13.2,53.86,27.53,94.88,6.68,27.94,muskmelon
113.13,27.7,52.29,27.07,91.66,6.2,27.85,muskmelon
90.07,7.42,54.28,28.41,90.59,6.67,22.37,muskmelon
111.09,20.16,48.33,27.98,92.85,6.04,22.89,muskmelon
118.28,16.29,50.03,27.19,94.53,6.5,29.38,muskmelon
107.87,28.46,45.14,27.34,93.92,6.37,28.26,muskmelon
103.84,8.06,45.07,27.21,93.11,6.33,26.98,muskmelon
98.42,10.3,47.4,28.23,91.58,6.16,20.82,muskmelon
94.58,5.74,46.01,27.19,92.71,6.49,24.18,muskmelon
94.12,15.85,47.6,28.51,90.46,6.13,25.59,muskmelon
105.45,11.95,46.77,27.04,93.39,6.39,21.87,muskmelon
110.05,26.75,45.29,27.5,93.63,6.18,24.48,muskmelon
107.14,20.12,54.09,28.78,94.83,6.67,26.01,muskmelon
87.94,20.35,45.08,28.44,91.3,6.02,23.27,muskmelon
99.76,18.3,52.36,27.15,90.09,6.14,27.81,muskmelon
111.67,7.3,46.52,28.64,92.73,6.17,28.4,muskmelon
99.03,16.13,54.12,27.99,93.53,6.29,23.24,muskmelon
101.46,29.99,53.93,28.69,93.95,6.16,28.39,muskmelon
110.85,25.88,51.54,28.2,90.97,6.34,21.04,muskmelon
106.45,27.34,51.72,28.36,91.31,6.61,28.38,muskmelon
96.37,25.58,45.05,28.99,92.56,6.5,21.53,muskmelon
115.82,7.58,54.85,27.46,91.65,6.41,20.83,muskmelon
86.5,10.69,53.78,28.25,94.3,6.06,26.42,muskmelon
119.82,5.08,53.95,27.92,92.37,6.49,24.72,muskmelon
84.75,12.59,51.59,27.08,94.0,6.12,29.08,muskmelon
80.6,7.72,48.45,27.03,92.9,6.55,23.63,muskmelon
115.6,16.82,53.94,27.24,93.87,6.18,22.87,muskmelon
89.8,21.93,47.92,28.3,91.66,6.29,25.01,muskmelon
109.19,26.86,50.63,28.13,94.16,6.25,24.56,muskmelon
112.44,23.73,46.0,28.11,91.37,6.6,23.44,muskmelon
114.36,28.46,54.22,27.06,92.73,6.09,26.94,muskmelon
119.66,6.35,46.41,27.94,91.07,6.4,27.6,muskmelon
91.76,5.3,47.25,28.85,92.38,6.1,28.53,muskmelon
108.41,21.53,50.58,27.8,91.59,6.49,29.73,muskmelon
84.62,12.23,52.64,28.25,91.33,6.63,22.67,muskmelon
96.27,11.34,51.19,28.56,94.83,6.3,27.16,muskmelon
113.92,13.27,47.32,28.57,90.8,6.34,23.94,muskmelon
94.71,11.74,45.01,28.04,93.94,6.65,26.77,muskmelon
103.64,17.79,52.57,28.72,94.92,6.36,24.76,muskmelon
100.15,16.0,54.85,27.78,90.1,6.34,29.94,muskmelon
105.84,17.81,53.1,28.78,93.5,6.4,27.29,muskmelon
118.92,21.82,49.6,27.48,91.26,6.48,29.52,muskmelon
82.23,14.68,54.04,27.56,90.2,6.07,28.35,muskmelon
102.96,11.28,49.1,27.11,92.01,6.57,29.03,muskmelon
114.52,9.16,50.25,28.59,94.68,6.3,28.14,muskmelon
99.26,13.74,49.77,27.83,90.06,6.05,24.59,muskmelon
83.14,23.55,49.48,27.46,92.94,6.55,22.52,muskmelon
102.42,23.92,52.75,27.46,92.51,6.26,23.7,muskmelon
93.28,21.67,50.27,28.8,94.37,6.07,20.2,muskmelon
86.2,10.85,48.17,28.67,90.42,6.44,25.24,muskmelon
113.96,19.7,47.58,28.11,93.41,6.62,25.05,muskmelon
100.86,19.27,45.38,28.23,93.4,6.62,25.25,muskmelon
117.33,17.11,50.83,27.95,93.35,6.67,29.74,muskmelon
112.24,18.75,47.3,27.78,94.71,6.61,29.11,muskmelon
107.72,17.29,46.48,28.83,94.12,6.0,21.62,muskmelon
80.2,19.14,51.54,27.25,90.21,6.27,23.69,muskmelon
97.11,22.89,51.81,27.84,92.36,6.57,24.24,muskmelon
87.9,7.74,52.52,27.69,91.99,6.26,23.61,muskmelon
116.43,23.74,50.04,28.0,91.55,6.42,27.98,muskmelon
86.98,8.4,53.94,27.92,92.26,6.42,25.24,muskmelon
91.44,6.67,54.36,28.04,91.92,6.26,25.72,muskmelon
100.67,29.4,53.07,27.28,92.16,6.63,28.53,muskmelon
90.53,28.92,51.36,28.03,94.9,6.35,28.06,muskmelon
88.39,6.51,48.04,27.48,90.44,6.33,21.32,muskmelon
103.96,16.08,54.83,27.37,94.61,6.7,27.14,muskmelon
83.56,9.66,47.74,27.13,92.4,6.35,24.35,muskmelon
82.33,17.13,47.03,28.53,93.12,6.12,22.95,muskmelon
94.89,25.75,49.42,27.85,94.15,6.36,20.5,muskmelon
108.83,28.77,45.57,28.25,91.8,6.57,24.87,muskmelon
102.19,20.86,54.78,28.46,92.15,6.54,23.55,muskmelon
96.92,13.85,50.88,28.36,92.05,6.55,22.52,muskmelon
102.63,20.08,50.57,27.94,91.87,6.5,26.95,muskmelon
94.62,12.8,51.56,27.78,94.63,6.18,27.69,muskmelon
117.45,27.75,49.97,27.75,94.14,6.6,22.45,muskmelon
82.2,26.76,45.32,28.28,90.54,6.63,20.49,muskmelon
106.94,18.96,51.12,27.99,90.54,6.14,28.49,muskmelon
115.65,13.12,52.16,28.7,92.14,6.09,20.1,muskmelon
112.16,12.33,49.17,28.75,90.49,6.68,29.37,muskmelon
87.36,5.84,52.57,27.34,93.1,6.61,26.28,muskmelon
91.84,25.4,47.27,27.27,90.72,6.63,23.22,muskmelon
108.68,16.26,47.21,28.26,92.61,6.62,22.46,muskmelon
83.37,13.13,46.61,27.6,90.04,6.38,20.09,muskmelon
112.47,16.78,48.72,27.04,91.58,6.45,22.35,muskmelon
108.76,25.47,53.47,28.78,93.39,6.38,21.38,muskmelon
109.18,8.12,53.28,27.45,92.42,6.04,26.12,muskmelon
84.01,26.44,48.83,28.86,94.89,6.52,21.67,muskmelon
108.71,27.44,50.89,28.43,94.37,6.35,25.29,muskmelon
107.19,28.67,52.21,28.53,91.8,6.45,25.9,muskmelon
113.24,14.94,47.41,27.4,90.23,6.35,22.98,muskmelon
81.66,10.43,46.68,27.47,94.23,6.34,20.35,muskmelon
1.49,124.84,196.84,22.05,92.57,6.03,106.81,apple
1.05,125.21,199.43,23.51,92.94,5.64,121.87,apple
29.56,136.53,196.66,21.2,93.95,6.09,119.17,apple
12.72,142.78,204.82,23.83,93.28,5.81,109.05,apple
31.85,130.09,195.96,23.96,93.04,5.55,118.35,apple
17.27,125.19,200.89,21.27,92.06,6.45,102.6,apple
18.12,136.22,201.26,21.87,92.37,6.14,119.73,apple
20.52,141.78,200.38,22.12,92.07,6.38,113.31,apple
28.52,138.71,201.62,23.33,94.21,6.18,107.31,apple
10.94,141.72,196.16,22.79,91.15,5.86,116.39,apple
4.86,133.41,200.55,22.93,90.03,6.01,116.04,apple
22.24,138.8,197.87,23.27,93.26,6.18,105.24,apple
13.08,123.5,204.4,21.35,91.01,6.46,100.76,apple
17.7,128.71,202.62,23.5,94.45,5.75,110.84,apple
25.88,129.74,204.73,23.12,94.3,6.37,114.24,apple
19.77,132.78,195.38,22.73,90.38,6.42,121.92,apple
24.81,143.23,197.85,23.67,90.53,6.17,123.21,apple
21.77,141.86,196.95,23.1,92.48,6.43,113.22,apple
29.59,123.36,195.11,21.61,93.05,5.9,118.85,apple
28.24,124.32,197.42,22.29,91.37,6.45,110.98,apple
21.37,128.94,201.79,22.48,93.58,6.2,118.65,apple
27.16,127.27,197.31,21.17,92.97,5.54,105.12,apple
34.94,135.37,200.09,23.86,91.62,6.41,109.28,apple
17.29,142.57,203.88,21.39,90.13,5.98,115.86,apple
16.51,144.06,201.94,23.09,93.75,5.96,100.45,apple
30.57,136.34,198.95,22.52,91.07,6.07,118.06,apple
23.3,140.95,198.72,21.08,94.17,5.65,120.89,apple
2.84,133.13,199.56,23.77,92.1,5.97,109.98,apple
35.68,125.21,196.77,23.56,92.89,6.33,111.2,apple
1.23,133.12,201.34,22.57,94.36,5.52,121.28,apple
29.94,133.88,198.64,21.69,94.32,5.77,119.39,apple
30.35,138.56,203.52,21.36,91.86,5.5,107.2,apple
38.12,125.5,202.57,22.09,91.04,5.92,108.1,apple
2.17,129.21,201.11,21.77,93.88,6.23,116.97,apple
23.87,129.1,198.64,22.52,92.17,6.3,114.08,apple
17.11,143.99,197.1,23.9,90.96,6.45,104.06,apple
13.23,131.1,202.76,22.72,94.52,6.11,107.75,apple
3.61,138.88,199.86,23.67,90.99,5.75,122.5,apple
22.51,138.77,197.25,22.95,90.13,6.42,117.2,apple
19.16,126.64,196.95,22.43,90.1,6.28,124.65,apple
4.18,134.3,196.65,23.56,93.11,6.07,119.18,apple
24.5,142.36,202.77,22.41,93.31,6.2,123.55,apple
29.52,131.88,197.29,23.61,91.56,6.42,105.4,apple
30.69,143.63,200.27,21.87,91.6,6.21,119.29,apple
36.21,125.36,199.52,21.39,91.7,5.87,100.51,apple
16.38,121.85,200.8,23.57,93.4,6.21,116.77,apple
38.12,142.29,203.77,22.76,90.29,5.54,111.73,apple
34.62,141.19,203.68,23.67,94.65,5.89,108.67,apple
11.86,144.81,199.51,23.81,91.11,5.91,121.56,apple
6.37,136.98,195.15,21.16,95.0,5.67,121.36,apple
17.42,143.42,199.26,22.5,90.86,5.52,100.56,apple
16.08,140.67,201.06,22.12,93.86,5.63,115.24,apple
23.03,141.11,200.58,22.88,91.12,6.15,109.2,apple
23.34,134.23,201.51,23.38,90.4,6.3,110.39,apple
30.0,129.56,196.54,21.84,94.37,6.49,120.8,apple
20.4,143.36,201.47,22.67,94.29,5.85,107.75,apple
4.19,130.8,196.83,23.13,92.02,6.1,123.58,apple
34.33,133.47,202.51,21.4,93.51,6.44,104.49,apple
12.39,131.15,198.39,23.44,92.79,5.67,116.57,apple
38.85,134.12,202.1,22.82,94.26,6.22,116.8,apple
4.71,131.76,195.48,23.85,91.58,6.25,106.3,apple
38.33,121.2,199.08,22.02,92.62,5.59,108.12,apple
3.64,142.05,202.05,21.32,92.43,6.36,120.87,apple
9.24,131.11,197.27,22.52,91.77,6.31,119.05,apple
1.86,134.72,202.95,21.26,94.46,5.53,108.23,apple
28.2,123.48,201.31,23.91,90.83,5.59,113.35,apple
34.01,120.08,200.88,21.12,90.75,5.55,101.54,apple
17.36,126.13,198.54,23.26,92.88,5.83,105.22,apple
37.14,137.61,199.82,22.58,93.29,6.01,112.15,apple
23.61,122.48,200.97,22.11,90.97,6.03,102.15,apple
25.2,142.72,199.72,21.2,91.95,5.77,121.08,apple
33.82,125.38,201.98,22.87,94.73,6.41,117.95,apple
11.87,125.11,199.34,22.76,91.23,5.87,123.59,apple
14.17,124.54,197.02,21.84,93.34,5.55,117.34,apple
36.24,120.35,197.14,23.73,93.7,5.8,123.51,apple
36.04,139.3,195.06,21.91,92.24,6.03,113.86,apple
39.06,141.88,198.01,22.35,94.69,5.91,115.01,apple
36.07,135.35,202.49,22.63,93.68,5.77,124.42,apple
5.09,124.7,202.94,21.3,92.29,5.63,116.05,apple
32.95,127.13,197.02,23.8,92.85,6.32,100.77,apple
16.39,131.9,204.59,22.12,93.46,6.5,118.1,apple
39.63,143.86,200.02,21.24,92.96,5.83,122.64,apple
18.89,126.18,204.17,22.16,94.39,5.88,119.89,apple
22.15,138.29,202.07,22.8,91.78,6.12,114.6,apple
21.19,130.99,202.22,22.54,91.5,6.22,116.78,apple
12.87,127.45,195.85,23.08,91.07,5.89,124.75,apple
3.0,131.4,197.2,21.17,90.19,6.4,102.27,apple
35.83,121.78,195.09,21.85,90.22,6.06,116.68,apple
32.11,139.97,202.16,23.46,94.35,5.95,107.08,apple
5.58,126.08,198.44,21.24,93.39,6.15,116.0,apple
31.07,138.14,202.87,23.57,93.3,6.45,115.19,apple
25.03,121.71,198.39,21.28,93.07,6.29,103.84,apple
16.37,143.88,203.19,23.5,94.25,5.54,105.17,apple
10.16,124.83,196.31,22.08,92.4,5.83,115.54,apple
34.39,142.07,196.73,22.84,94.35,5.97,103.21,apple
28.01,140.24,198.41,21.46,91.8,5.81,106.63,apple
21.91,144.2,199.08,21.2,94.63,6.2,120.88,apple
24.38,131.95,198.49,21.65,93.49,6.33,108.18,apple
3.64,138.18,202.64,21.38,91.29,6.23,112.2,apple
18.96,129.27,195.97,21.94,92.82,6.49,123.53,apple
9.09,15.82,6.47,17.71,91.93,6.2,103.54,orange
15.59,9.94,9.53,32.11,94.18,6.74,107.27,orange
24.26,18.71,13.81,26.91,94.75,6.16,107.47,orange
30.21,7.9,9.21,18.52,94.03,6.52,119.86,orange
36.07,5.58,13.4,23.59,91.89,6.22,119.9,orange
36.62,6.28,10.9,31.01,93.94,6.95,102.3,orange
31.07,28.86,6.92,32.08,91.76,7.42,114.52,orange
9.13,8.56,10.81,14.01,90.84,7.5,101.03,orange
0.99,22.71,10.06,18.49,90.17,6.56,100.6,orange
15.35,6.7,8.99,18.38,91.93,6.9,102.11,orange
5.66,7.7,6.2,11.05,94.52,7.28,119.31,orange
28.42,17.72,9.17,24.96,91.19,6.18,118.82,orange
26.45,16.62,5.73,31.37,91.03,7.03,103.88,orange
1.76,28.79,5.99,19.54,94.85,6.61,103.23,orange
33.46,28.62,9.16,28.5,90.13,6.31,104.81,orange
9.95,24.49,8.05,25.69,93.93,6.6,110.31,orange
17.29,20.05,14.26,19.39,91.61,6.11,111.39,orange
26.72,16.37,8.76,13.53,90.19,7.04,104.43,orange
17.18,13.9,12.58,27.73,94.59,6.38,115.13,orange
17.65,28.68,10.3,31.36,90.7,6.47,106.19,orange
2.63,20.07,12.04,27.15,92.76,6.18,118.44,orange
16.06,19.48,7.6,10.45,91.37,7.3,113.13,orange
30.59,10.8,14.42,15.41,90.33,6.74,108.73,orange
36.61,6.17,10.3,11.74,90.25,6.86,115.8,orange
16.54,28.63,13.31,24.26,90.58,6.85,116.36,orange
16.94,12.84,8.65,28.91,90.36,6.62,105.81,orange
28.11,16.06,6.0,12.76,93.8,6.29,106.79,orange
37.71,7.87,11.74,30.96,92.43,7.12,118.72,orange
10.68,25.92,5.08,23.89,91.71,6.19,103.29,orange
17.61,5.69,9.75,27.25,92.09,6.16,100.84,orange
31.84,25.85,6.93,34.29,94.64,7.07,109.08,orange
24.39,8.51,11.27,12.09,94.55,6.31,116.02,orange
4.42,27.16,14.79,32.53,93.58,6.46,115.43,orange
25.11,23.24,9.64,13.15,94.42,6.71,118.39,orange
7.47,9.12,13.17,19.82,91.6,6.67,110.66,orange
20.41,19.15,10.08,31.29,91.91,7.06,102.0,orange
21.16,12.82,9.96,32.66,93.07,6.94,111.77,orange
35.05,9.46,14.3,22.66,93.12,6.97,115.57,orange
18.5,26.48,13.9,24.85,92.41,7.07,101.87,orange
11.18,15.09,12.86,27.7,92.0,6.44,103.45,orange
9.24,14.96,7.96,30.82,94.93,6.48,100.25,orange
34.97,9.25,10.45,13.04,94.11,6.66,111.87,orange
6.84,14.58,7.24,30.25,92.17,6.46,117.73,orange
17.03,26.79,9.44,22.03,93.64,7.48,113.41,orange
7.49,14.08,9.84,21.27,91.35,7.22,119.64,orange
30.93,28.79,13.32,20.6,90.5,6.25,101.26,orange
18.97,28.66,13.96,22.73,91.76,6.01,118.06,orange
14.05,8.62,9.15,33.63,92.01,6.06,116.28,orange
14.44,9.43,5.18,23.71,90.08,6.37,106.28,orange
34.09,26.57,13.62,33.83,94.07,6.17,119.47,orange
22.15,14.82,6.74,14.51,91.8,6.8,105.76,orange
28.71,5.11,11.22,28.1,92.9,7.29,117.79,orange
35.88,11.85,5.25,30.31,90.37,7.11,117.61,orange
36.07,19.94,9.0,26.98,90.87,6.32,115.15,orange
13.14,24.98,14.86,25.17,94.45,6.6,111.27,orange
38.1,8.33,6.01,24.12,93.04,6.76,102.4,orange
1.0,7.76,9.24,31.52,94.75,7.22,110.64,orange
15.07,28.05,8.07,30.54,94.99,7.26,107.14,orange
35.83,23.78,14.05,13.06,91.86,7.36,115.84,orange
10.99,19.74,13.69,31.21,91.49,6.76,115.16,orange
10.92,24.23,7.38,20.35,94.29,7.04,118.21,orange
12.1,15.72,5.81,16.34,94.99,6.17,100.3,orange
24.49,23.96,11.27,31.74,93.15,6.85,116.18,orange
17.53,14.3,8.36,20.8,93.98,6.37,118.77,orange
29.07,11.1,11.72,30.21,93.91,6.65,115.79,orange
35.8,23.23,5.32,16.59,91.78,6.95,102.6,orange
26.97,15.49,6.33,10.1,92.87,6.39,101.63,orange
8.18,29.53,11.86,22.39,94.17,6.08,100.42,orange
37.31,13.74,7.12,12.51,93.44,6.02,112.57,orange
10.58,28.04,13.58,28.86,90.11,6.03,112.59,orange
6.0,28.32,5.59,16.9,91.68,6.01,119.74,orange
3.6,11.05,7.15,21.09,90.72,6.17,107.96,orange
22.54,24.96,14.99,12.18,91.16,6.36,106.64,orange
4.55,15.83,9.33,17.17,94.53,6.33,112.49,orange
5.55,27.94,12.03,29.54,90.18,7.48,116.51,orange
12.0,16.25,6.83,13.79,91.1,6.46,118.74,orange
11.27,23.61,11.1,26.18,91.55,6.19,116.06,orange
24.17,16.67,12.26,32.94,93.08,6.82,108.53,orange
32.67,10.7,8.14,27.0,92.67,7.29,112.7,orange
30.45,9.98,13.29,30.28,91.09,7.02,117.13,orange
10.5,15.64,11.03,12.72,90.82,6.44,109.81,orange
9.81,23.89,8.89,16.27,91.18,6.84,104.33,orange
38.63,20.13,10.58,32.36,92.51,7.07,103.39,orange
0.33,22.22,10.77,27.88,91.36,7.09,100.0,orange
35.19,12.06,6.66,25.99,94.74,7.0,114.36,orange
7.99,17.04,9.03,26.59,92.32,7.31,102.22,orange
37.89,6.11,8.43,20.36,90.29,7.31,104.88,orange
13.69,25.44,9.01,11.11,93.65,6.87,105.96,orange
17.61,29.75,12.61,29.61,91.64,6.64,111.21,orange
28.28,15.17,9.83,26.97,93.27,6.96,107.96,orange
23.51,5.27,14.4,21.82,91.4,7.23,113.49,orange
12.72,9.24,7.94,32.49,92.85,6.01,101.11,orange
22.15,21.31,9.16,18.4,93.86,7.49,102.48,orange
29.23,20.3,12.87,17.36,94.64,6.27,109.98,orange
1.69,24.7,10.46,31.82,91.31,6.71,106.74,orange
0.45,11.35,10.47,29.92,91.67,7.31,105.92,orange
18.32,24.09,5.53,22.87,92.32,6.34,101.34,orange
5.27,22.2,8.99,13.27,94.64,6.72,117.91,orange
26.57,13.07,7.71,15.38,94.51,6.2,113.84,orange
8.56,18.64,14.99,26.41,90.45,6.59,102.43,orange
32.6,61.36,49.07,29.63,94.72,6.87,209.41,papaya
68.99,47.0,47.62,39.64,92.95,6.76,43.47,papaya
57.25,51.06,54.79,25.74,91.72,6.71,79.23,papaya
46.7,64.34,52.97,39.02,93.13,6.63,177.53,papaya
58.07,58.22,48.02,24.44,94.55,7.0,118.91,papaya
60.25,68.2,53.48,23.26,91.37,6.54,246.32,papaya
61.2,55.72,52.59,41.86,92.53,6.52,179.74,papaya
49.12,66.75,47.97,35.21,94.79,6.61,240.88,papaya
47.2,56.22,49.27,30.39,90.86,6.99,82.3,papaya
30.44,69.48,46.86,27.88,93.6,6.99,221.43,papaya
